seatid,price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,sold_first_hour
84048,2676,22,2,26,54,0,176,195,VIP,0.2,0.7,Slow,0.82,0,0
84049,2291,20,3,63,62,1,285,162,VIP,0.13,1,Slow,0.81,1,0
84050,2601,16,0,3,62,1,295,153,VIP,0.17,0.63,Fast,0.23,0,0
84051,3167,31,4,54,62,1,211,242,VIP,0.36,0.66,Fast,0.34,0,0
84052,359,117,8,17,64,0,212,109,General,0.3,0.75,Slow,0.79,1,0
84053,222,136,23,35,70,2,188,164,General,0.43,0.18,Medium,0.52,0,1
84054,620,45,9,45,66,0,220,121,General,0.14,0.59,Medium,0.47,1,0
84055,649,42,0,43,53,0,222,169,General,0.31,0.48,Medium,0.64,0,0
84056,2393,33,9,89,68,2,303,185,VIP,0.39,0.47,Medium,0.52,1,0
84057,560,37,3,81,67,2,202,228,General,0.13,0.05,Medium,0.38,1,0
84058,287,100,10,12,77,0,229,266,General,0.22,0.97,Fast,0.49,0,0
84059,511,90,14,79,77,3,341,219,General,0.14,0.35,Fast,0.35,1,0
84060,335,97,3,37,60,1,156,219,General,0.27,0.85,Fast,0.32,0,0
84061,905,43,3,4,66,1,279,103,Premium,0.21,0.09,Medium,0.6,1,0
84062,3446,21,12,82,75,3,210,260,VIP,0.21,0.92,Slow,0.85,0,0
84063,1371,35,4,57,73,0,304,323,Premium,0.39,0.29,Medium,0.7,1,0
84064,3454,21,4,13,56,1,241,194,VIP,0.3,0.77,Slow,0.72,1,0
84065,2189,44,11,14,65,0,322,238,VIP,0.36,1,Fast,0.28,0,0
84066,249,133,17,38,73,1,274,184,General,0.43,0.87,Fast,0.45,0,0
84067,229,126,15,6,72,1,227,199,General,0.41,0.5,Slow,0.82,1,1
84068,1214,43,3,34,56,1,240,158,Premium,0.28,0.12,Fast,0.37,0,0
84069,314,123,0,33,57,0,145,140,General,0.13,0.41,Fast,0.47,1,0
84070,370,136,11,77,65,2,195,160,General,0.4,0.87,Fast,0.38,0,0
84071,814,108,17,58,70,3,344,160,Premium,0.44,0.01,Fast,0.49,1,0
84072,952,38,0,29,62,1,184,142,Premium,0.09,0.24,Slow,0.57,0,0
84073,97,107,1,31,56,2,247,230,General,0.19,0.37,Medium,0.56,1,1
84074,3569,11,9,73,68,2,237,162,VIP,0.45,0.81,Slow,0.78,1,0
84075,2644,30,2,1,61,2,169,94,VIP,0.38,1,Fast,0.17,0,0
84076,3106,27,6,31,72,2,317,186,VIP,0.36,0.46,Medium,0.65,1,0
84077,1307,31,4,20,61,2,263,146,Premium,0.19,0.25,Fast,0.17,0,0
84078,310,102,7,4,71,1,304,231,General,0.38,0.08,Fast,0.42,0,0
84079,994,48,1,64,65,3,225,177,Premium,0.16,0.38,Fast,0.25,0,1
84080,472,122,21,75,78,2,232,236,General,0.29,0.81,Medium,0.6,1,1
84081,1222,47,4,3,64,2,303,183,Premium,0.31,0.94,Fast,0.11,1,0
84082,3087,29,2,17,64,3,179,200,VIP,0.25,0.84,Medium,0.69,0,0
84083,1461,35,6,14,58,2,179,216,Premium,0.25,0.86,Fast,0.11,0,0
84084,208,141,17,0,64,1,237,207,General,0.44,0.68,Medium,0.35,0,0
84085,1828,20,6,2,72,3,225,285,Premium,0.22,0.19,Fast,0.15,0,0
84086,1048,43,10,83,84,4,315,335,Premium,0.31,0.61,Fast,0.16,0,0
84087,521,107,6,50,67,2,180,170,General,0.17,0.66,Slow,0.87,1,0
84088,479,124,1,79,57,1,233,149,General,0.19,0.69,Fast,0.26,1,0
84089,287,144,11,10,67,3,252,146,General,0.41,0.33,Fast,0.18,1,1
84090,3331,32,7,18,68,3,239,211,VIP,0.2,0.6,Medium,0.69,0,0
84091,3102,17,0,52,58,0,165,133,VIP,0.22,0.38,Medium,0.34,0,0
84092,2704,25,0,70,66,3,212,123,VIP,0.3,0.89,Medium,0.63,0,0
84093,639,125,12,64,80,1,259,226,Premium,0.32,0.52,Fast,0.47,0,1
84094,2475,26,1,28,62,2,257,166,VIP,0.18,0.65,Slow,0.71,1,0
84095,358,116,15,73,73,3,211,216,General,0.37,0.74,Fast,0.32,0,0
84096,1140,35,0,60,61,1,167,292,Premium,0.35,0.38,Medium,0.62,1,1
84097,3252,19,3,20,64,1,316,182,VIP,0.14,1,Medium,0.61,0,0
84098,1259,43,4,67,55,1,139,191,Premium,0.21,0.07,Medium,0.48,0,1
84099,1119,35,0,46,60,1,233,148,Premium,0.14,0.48,Fast,0.39,0,0
84100,3052,25,0,13,54,0,193,78,VIP,0,1,Medium,0.44,0,0
84101,219,141,10,5,59,1,289,183,General,0.26,0.67,Fast,0.14,0,0
84102,1642,30,0,73,62,3,213,248,Premium,0.32,0.96,Fast,0.45,0,0
84103,3288,7,1,83,57,1,148,107,VIP,0.18,1,Medium,0.36,1,0
84104,392,133,7,58,61,1,292,187,General,0.29,0.81,Fast,0.21,0,1
84105,148,124,17,36,81,1,285,154,General,0.41,0.47,Medium,0.37,0,1
84106,446,126,10,40,57,1,167,207,General,0.37,0.56,Medium,0.44,1,0
84107,308,124,10,33,67,0,315,196,General,0.24,0.13,Fast,0.32,0,0
84108,173,134,4,11,64,2,290,138,General,0.15,0.31,Slow,0.71,0,1
84109,2730,27,0,88,62,3,161,169,VIP,0.28,0.79,Fast,0.21,1,0
84110,2750,31,3,20,56,2,144,165,VIP,0.25,1,Fast,0.25,0,0
84111,282,119,6,31,65,0,191,147,General,0.33,0.83,Fast,0.42,1,1
84112,1506,38,0,58,59,0,202,161,Premium,0.18,0.4,Slow,0.61,1,0
84113,2574,30,8,6,83,2,261,289,VIP,0.42,1,Fast,0.19,0,0
84114,314,121,11,9,53,1,163,131,General,0.36,0.77,Slow,0.61,1,0
84115,2774,24,7,56,58,0,250,154,VIP,0.35,0.51,Fast,0.12,0,0
84116,148,122,8,38,65,3,320,198,General,0.39,0.21,Medium,0.49,1,1
84117,3437,39,0,89,41,0,176,91,VIP,0.3,0.56,Medium,0.47,1,0
84118,314,141,16,62,78,3,280,299,General,0.34,0.77,Slow,0.69,0,0
84119,317,131,10,42,70,1,267,239,General,0.3,0.54,Fast,0.49,0,0
84120,2545,28,0,3,66,1,216,170,VIP,0.08,0.82,Fast,0.19,1,0
84121,2508,25,0,10,57,2,257,141,VIP,0.3,0.53,Fast,0.46,0,0
84122,251,107,9,7,75,0,280,256,General,0.28,0.7,Slow,0.57,1,0
84123,1728,32,0,57,59,1,254,170,Premium,0.01,0.43,Slow,0.73,1,0
84124,144,130,19,12,75,3,352,162,General,0.31,0.83,Fast,0.33,0,1
84125,256,132,13,46,58,1,149,185,General,0.37,0.44,Medium,0.47,1,1
84126,150,129,9,31,59,1,153,296,General,0.29,0.43,Medium,0.32,1,1
84127,2579,39,3,3,73,2,357,158,VIP,0.21,0.35,Fast,0.21,0,0
84128,315,141,11,85,64,3,318,172,General,0.28,0.28,Medium,0.48,1,0
84129,279,127,14,61,72,3,232,296,General,0.3,0.89,Fast,0.23,0,1
84130,2378,19,6,26,68,2,242,232,VIP,0.4,0.35,Medium,0.48,0,0
84131,499,95,11,68,64,1,214,198,General,0.44,0.68,Medium,0.66,1,0
84132,2912,26,12,16,70,2,314,161,VIP,0.37,1,Fast,0.27,0,0
84133,369,132,10,20,60,1,210,112,General,0.29,0.1,Medium,0.43,0,1
84134,2909,18,2,55,72,1,236,174,VIP,0.23,1,Medium,0.39,0,0
84135,2626,11,3,63,60,3,160,158,VIP,0.18,0.37,Slow,0.79,0,0
84136,455,114,15,33,66,2,300,220,General,0.31,0.17,Fast,0.17,0,0
84137,176,108,15,80,74,2,327,242,General,0.26,0.86,Medium,0.67,0,1
84138,3448,27,3,65,61,1,274,153,VIP,0.19,1,Medium,0.59,1,0
84139,301,99,13,69,64,1,309,220,General,0.31,0.67,Fast,0.28,0,0
84140,3374,30,9,34,80,1,205,193,VIP,0.33,0.32,Slow,0.68,1,0
84141,229,157,16,38,74,1,248,188,General,0.16,0.29,Slow,0.8,0,0
84142,1444,47,10,72,55,2,163,179,Premium,0.31,0.57,Fast,0.1,1,0
84143,2375,36,1,53,63,2,252,204,VIP,0.31,0.36,Medium,0.68,1,0
84144,338,140,12,65,66,1,171,196,Premium,0.2,0.01,Slow,0.6,1,1
84145,3024,7,0,14,68,0,282,233,VIP,0.31,0.34,Slow,0.72,1,0
84146,571,90,6,33,62,1,275,50,General,0.29,0.05,Fast,0.13,0,0
84147,2834,6,6,66,72,3,321,248,VIP,0.24,0.31,Fast,0.3,1,0
84148,1622,29,8,72,71,1,260,282,Premium,0.22,0.94,Medium,0.58,0,0
84149,2725,23,7,47,59,2,176,180,VIP,0.27,0.56,Medium,0.37,0,0
84150,2992,26,17,20,77,0,320,173,VIP,0.5,1,Medium,0.46,0,0
84151,169,130,16,31,74,2,325,203,General,0.39,0.33,Medium,0.52,0,1
84152,478,117,12,9,66,3,219,301,General,0.35,0.63,Fast,0.25,0,1
84153,352,127,10,23,68,2,318,279,General,0.32,0.96,Fast,0.44,1,1
84154,220,116,6,73,65,1,227,222,General,0.27,0.5,Fast,0.47,1,1
84155,1360,28,9,6,71,2,298,228,Premium,0.37,0.76,Medium,0.4,0,0
84156,2299,18,14,19,78,3,287,181,VIP,0.39,0.57,Fast,0.46,0,0
84157,2681,30,0,65,62,0,292,149,VIP,0.23,0.92,Slow,0.7,1,0
84158,351,121,8,37,70,1,186,228,General,0.19,0.03,Medium,0.62,0,0
84159,1222,36,5,69,61,3,214,159,Premium,0.23,0.24,Medium,0.36,0,0
84160,488,115,17,41,68,0,313,253,General,0.42,0.84,Medium,0.35,1,0
84161,979,39,0,52,59,2,280,175,Premium,0.25,0.73,Medium,0.53,0,0
84162,3923,10,0,39,66,1,270,250,VIP,0.22,0.77,Fast,0.36,1,0
84163,2658,20,0,32,56,0,198,155,VIP,0.27,0.37,Slow,0.51,1,0
84164,3069,17,1,76,64,1,208,142,VIP,0.44,0.61,Slow,0.72,1,0
84165,1096,30,0,55,67,2,215,205,Premium,0.22,0.55,Fast,0.19,0,0
84166,169,128,16,64,72,2,187,210,General,0.35,0.16,Fast,0.33,0,1
84167,2158,34,3,57,67,2,262,266,VIP,0.41,1,Medium,0.59,1,0
84168,1167,40,2,27,59,0,225,190,Premium,0.26,0.02,Slow,0.89,1,0
84169,3144,33,0,75,46,0,127,145,VIP,0.22,0.86,Fast,0.3,0,0
84170,1732,47,0,63,69,1,177,174,VIP,0.13,1,Slow,0.68,1,0
84171,1508,30,0,61,64,2,187,162,Premium,0.25,0.36,Slow,0.74,1,0
84172,271,115,4,73,73,0,296,281,General,0.3,0.44,Medium,0.68,0,0
84173,2435,18,1,3,66,2,230,198,VIP,0.19,0.65,Fast,0.34,0,0
84174,2735,31,0,42,62,3,246,229,VIP,0.2,1,Medium,0.41,1,0
84175,2283,28,12,43,62,1,185,194,VIP,0.31,0.94,Medium,0.32,0,0
84176,2820,30,0,2,59,2,207,199,VIP,0.09,1,Fast,0.22,0,0
84177,2263,28,1,47,60,3,219,233,VIP,0.01,0.46,Medium,0.54,0,0
84178,1345,36,4,5,66,0,324,187,Premium,0.38,0.87,Slow,0.79,1,0
84179,273,113,8,87,59,2,194,190,General,0.19,0.35,Fast,0.45,0,0
84180,3033,26,0,82,52,1,153,181,VIP,0.33,1,Fast,0.31,1,0
84181,122,147,13,54,78,2,286,256,General,0.34,0.89,Slow,0.88,1,1
84182,290,107,16,69,85,2,234,147,General,0.39,0.05,Fast,0.4,0,1
84183,319,121,10,33,62,1,175,187,General,0.31,0.96,Medium,0.41,1,0
84184,2362,38,13,27,72,2,260,250,VIP,0.31,0.85,Slow,0.79,1,0
84185,1126,22,1,4,62,1,297,185,Premium,0.36,0.23,Slow,0.72,0,0
84186,1340,31,0,72,63,2,281,254,Premium,0.07,0.87,Medium,0.65,0,0
84187,609,37,2,88,62,0,241,167,General,0.21,0.35,Medium,0.32,0,1
84188,1519,36,11,40,68,1,238,264,Premium,0.42,0.92,Medium,0.42,0,0
84189,379,102,6,18,68,2,289,144,General,0.31,0.1,Medium,0.7,0,1
84190,287,131,12,65,75,2,328,269,General,0.4,0.88,Slow,0.67,1,1
84191,3679,40,8,13,67,3,257,202,VIP,0.15,0.61,Fast,0.12,1,0
84192,388,115,12,31,62,1,178,160,General,0.33,0.61,Fast,0.34,1,0
84193,3057,20,5,54,63,3,289,170,VIP,0.13,1,Fast,0.24,0,0
84194,2537,23,7,52,66,0,291,226,VIP,0.25,0.88,Fast,0.1,1,0
84195,1235,32,3,84,66,3,206,245,Premium,0.45,0.74,Fast,0.44,0,0
84196,260,124,14,38,63,3,247,152,General,0.36,0.32,Fast,0.17,0,1
84197,1238,58,9,60,76,2,347,242,Premium,0.24,0.67,Fast,0.13,1,0
84198,2446,32,0,15,57,1,223,128,VIP,0.06,0.73,Fast,0.3,0,0
84199,2539,29,7,44,69,2,229,205,VIP,0.23,1,Fast,0.25,0,0
84200,827,47,3,87,60,3,260,137,Premium,0.27,0.96,Slow,0.56,0,0
84201,2793,40,10,74,67,2,224,148,VIP,0.29,0.92,Medium,0.43,0,0
84202,3644,7,0,45,58,2,215,115,VIP,0.46,0.96,Fast,0.16,1,0
84203,3031,15,4,70,62,1,299,228,VIP,0.26,1,Slow,0.56,1,0
84204,200,122,10,4,61,3,261,221,General,0.29,0.55,Fast,0.13,0,1
84205,321,125,8,2,83,2,400,208,General,0.15,0.64,Fast,0.34,0,1
84206,2705,21,5,76,58,1,246,82,VIP,0.28,0.45,Medium,0.35,0,0
84207,314,123,17,31,75,3,319,176,General,0.36,0.72,Slow,0.68,1,0
84208,413,117,13,63,84,4,260,240,General,0.37,0.96,Medium,0.64,0,1
84209,2480,28,0,32,55,1,148,143,VIP,0.22,1,Medium,0.35,0,0
84210,286,124,7,2,64,2,194,212,General,0.24,0.59,Medium,0.38,0,0
84211,417,85,1,81,61,1,306,210,General,0.2,0.51,Medium,0.47,1,0
84212,1149,37,9,38,66,2,190,159,Premium,0.21,0.07,Fast,0.34,0,1
84213,2370,38,11,62,60,1,257,191,VIP,0.38,1,Medium,0.48,1,0
84214,148,131,10,15,74,1,273,259,General,0.46,0.79,Medium,0.68,0,1
84215,478,129,6,65,59,1,227,290,General,0.31,0.77,Fast,0.34,0,0
84216,2819,22,8,20,62,1,279,163,VIP,0.18,0.44,Fast,0.35,1,0
84217,276,115,5,77,74,3,221,183,General,0.39,0.93,Fast,0.41,0,1
84218,1982,31,11,80,67,2,289,214,VIP,0.38,1,Medium,0.6,0,0
84219,2598,23,0,37,59,2,241,136,VIP,0.28,0.89,Slow,0.83,1,0
84220,206,126,1,43,58,2,282,196,General,0.13,0.99,Medium,0.46,0,1
84221,3253,16,5,48,54,2,185,190,VIP,0.32,0.66,Slow,0.72,1,0
84222,3022,13,0,5,66,1,250,170,VIP,0.4,0.42,Medium,0.46,1,0
84223,2293,27,0,11,56,2,253,128,VIP,0.13,0.77,Fast,0.28,1,0
84224,3311,25,0,68,55,0,240,125,VIP,0.26,0.6,Medium,0.64,1,0
84225,2436,37,5,68,53,2,188,103,VIP,0.3,0.54,Medium,0.69,0,0
84226,2871,35,5,54,63,1,261,215,VIP,0.26,0.36,Medium,0.35,1,0
84227,304,116,6,33,63,3,177,195,General,0.17,0.84,Fast,0.43,0,0
84228,271,119,17,65,85,0,271,207,General,0.2,0.39,Fast,0.2,1,1
84229,3487,24,8,87,70,3,267,164,VIP,0.14,0.91,Fast,0.16,0,0
84230,1331,43,3,30,54,2,139,197,Premium,0.17,0.31,Slow,0.63,1,0
84231,309,92,10,25,67,0,266,140,General,0.12,0.32,Fast,0.28,0,0
84232,243,119,11,36,60,3,283,194,General,0.14,0.87,Medium,0.55,1,0
84233,2870,13,10,54,67,1,206,292,VIP,0.48,0.97,Fast,0.17,0,0
84234,3787,25,9,20,58,2,167,273,VIP,0.36,1,Slow,0.6,1,0
84235,2486,41,8,73,57,1,226,72,VIP,0.53,0.32,Fast,0.39,0,0
84236,391,125,2,17,69,1,246,290,General,0.32,0.74,Slow,0.59,0,0
84237,2029,43,0,47,62,0,312,235,VIP,0.15,1,Fast,0.29,0,0
84238,2817,29,1,76,57,0,169,133,VIP,0.18,0.53,Medium,0.56,0,0
84239,148,145,21,62,74,0,328,185,General,0.4,0.02,Slow,0.82,1,1
84240,1065,47,2,87,61,3,253,236,Premium,0.26,0.53,Fast,0.45,0,0
84241,446,99,7,72,69,3,323,177,General,0.32,0.21,Fast,0.16,0,0
84242,2500,21,7,69,60,3,248,120,VIP,0.07,0.64,Medium,0.38,1,0
84243,1169,45,2,62,67,1,276,130,Premium,0.21,0.04,Medium,0.62,0,0
84244,517,88,7,80,61,0,181,113,General,0.32,0.65,Fast,0.18,0,0
84245,240,121,10,61,66,1,183,209,General,0.39,0.7,Medium,0.56,0,1
84246,310,127,13,85,64,3,292,229,General,0.5,0.78,Slow,0.81,1,0
84247,439,108,13,38,74,2,300,215,General,0.26,0.21,Fast,0.34,0,1
84248,2333,14,0,32,52,0,201,148,VIP,0.31,1,Medium,0.38,0,0
84249,48,133,15,47,67,3,293,233,General,0.29,0.14,Slow,0.86,0,1
84250,2560,37,0,21,57,1,241,219,VIP,0.28,0.86,Medium,0.35,0,0
84251,554,104,8,18,71,3,321,140,General,0.24,0.92,Medium,0.4,1,0
84252,2844,16,7,36,70,3,259,156,VIP,0.39,0.49,Fast,0.28,1,0
84253,2415,37,2,87,53,0,231,266,VIP,0.19,0.89,Fast,0.39,0,0
84254,3604,15,6,0,63,1,214,155,VIP,0.3,0.83,Slow,0.69,1,0
84255,262,120,15,61,64,0,261,221,General,0.28,0.75,Medium,0.62,1,0
84256,334,128,11,46,65,0,298,234,General,0.19,0.14,Medium,0.44,0,0
84257,2666,40,6,23,66,1,243,230,VIP,0.43,0.76,Fast,0.3,0,0
84258,2015,37,0,49,56,1,229,197,VIP,0.37,0.38,Slow,0.57,1,0
84259,415,114,6,62,68,2,198,220,General,0.26,0.19,Medium,0.41,0,0
84260,1246,39,0,42,60,1,256,204,Premium,0.23,0.6,Fast,0.1,1,0
84261,3259,34,0,34,66,1,250,146,VIP,0.24,0.76,Fast,0.39,0,0
84262,976,88,2,13,71,3,348,222,Premium,0.1,0.19,Medium,0.43,1,1
84263,1328,51,2,59,57,2,236,108,Premium,0.25,0.4,Fast,0.19,0,0
84264,261,118,9,78,65,3,188,175,General,0.41,1,Slow,0.67,1,0
84265,3234,31,10,37,66,1,277,72,VIP,0.28,0.38,Fast,0.18,1,0
84266,2409,26,0,56,60,2,283,197,VIP,0.13,0.4,Fast,0.23,0,0
84267,203,121,8,2,58,1,152,193,General,0.3,0.55,Fast,0.48,1,1
84268,2314,27,5,48,59,0,211,153,VIP,0.33,0.72,Fast,0.15,0,0
84269,354,123,11,84,59,2,238,217,General,0.23,0.6,Medium,0.58,0,0
84270,957,43,0,17,67,0,331,183,Premium,0.16,0.69,Slow,0.53,1,0
84271,1449,53,8,2,76,2,375,288,Premium,0.38,0.82,Medium,0.32,0,0
84272,440,99,11,62,62,3,210,145,General,0.31,0.24,Medium,0.43,0,0
84273,526,119,3,89,61,1,273,252,General,0.05,0.84,Slow,0.67,1,0
84274,1196,31,1,67,66,1,183,184,Premium,0.23,0.12,Medium,0.61,0,0
84275,2793,27,2,6,58,1,172,162,VIP,0.4,1,Medium,0.63,0,0
84276,233,104,9,38,69,2,239,181,General,0.12,0.79,Fast,0.45,0,0
84277,311,110,14,48,68,3,212,169,General,0.24,0.96,Slow,0.7,0,0
84278,145,133,13,11,63,0,314,125,General,0.3,0.13,Medium,0.52,0,0
84279,209,133,15,88,75,0,340,276,General,0.43,0.54,Fast,0.1,0,1
84280,1236,30,0,11,66,0,278,273,Premium,0.27,0.33,Fast,0.11,0,0
84281,363,104,10,8,67,0,252,215,General,0.25,0.98,Medium,0.66,0,0
84282,2381,8,4,11,68,1,227,203,VIP,0.2,0.51,Medium,0.48,0,0
84283,181,134,11,64,76,2,275,184,General,0.42,0.97,Fast,0.48,1,1
84284,2972,24,5,50,73,0,202,116,VIP,0.22,0.95,Slow,0.53,0,0
84285,182,115,7,35,68,2,320,186,General,0.23,0.53,Fast,0.47,0,1
84286,344,147,13,2,83,3,232,251,General,0.26,1,Fast,0.29,0,1
84287,1526,32,6,42,56,1,243,139,Premium,0.23,0.17,Fast,0.19,0,0
84288,2778,17,0,29,63,1,216,169,VIP,0.13,0.95,Medium,0.33,0,0
84289,3177,13,0,14,58,2,191,149,VIP,0.2,1,Slow,0.61,1,0
84290,376,104,14,55,73,1,360,176,General,0.22,0.04,Slow,0.63,1,0
84291,3045,10,2,25,69,3,192,233,VIP,0.19,0.77,Fast,0.26,0,0
84292,573,101,1,15,57,2,173,163,General,0.2,0.26,Fast,0.39,0,0
84293,2384,39,0,67,51,1,231,128,VIP,0.07,1,Medium,0.39,0,0
84294,381,141,23,62,68,3,287,106,General,0.49,0.82,Slow,0.53,1,0
84295,2806,26,0,29,61,1,195,198,VIP,0.28,1,Slow,0.53,1,0
84296,2258,24,1,74,66,1,209,186,VIP,0.26,1,Fast,0.24,0,0
84297,2413,25,0,66,54,1,230,244,VIP,0.13,0.37,Slow,0.86,1,0
84298,307,102,0,14,60,1,232,243,General,0.19,0.84,Fast,0.46,0,0
84299,2574,24,12,23,64,1,192,266,VIP,0.27,0.89,Slow,0.6,1,0
84300,2852,26,1,2,62,1,286,211,VIP,0.22,0.65,Medium,0.57,1,0
84301,2585,12,2,53,64,3,219,201,VIP,0.21,0.95,Fast,0.11,1,0
84302,2576,16,0,3,52,2,166,197,VIP,0.36,0.96,Medium,0.59,0,0
84303,3188,25,5,18,60,0,183,261,VIP,0.2,0.84,Slow,0.56,1,0
84304,190,131,9,41,53,1,161,214,General,0.3,0.65,Slow,0.74,1,0
84305,266,139,17,62,79,2,393,213,General,0.22,0.76,Fast,0.31,0,1
84306,320,123,16,65,72,2,311,172,General,0.44,0.7,Fast,0.37,0,0
84307,3058,23,0,32,59,0,279,231,VIP,0.3,0.48,Slow,0.61,1,0
84308,2781,31,0,24,59,2,290,207,VIP,0.13,1,Medium,0.51,0,0
84309,2118,33,0,52,57,1,186,111,VIP,0.22,0.93,Fast,0.42,0,0
84310,712,31,0,38,62,3,226,151,General,0.09,0.2,Medium,0.6,0,1
84311,350,122,12,66,68,3,181,253,General,0.29,0.51,Fast,0.5,0,1
84312,712,107,10,60,69,1,303,244,Premium,0.33,0.26,Slow,0.75,1,1
84313,330,105,2,74,54,2,274,194,General,0.23,0.76,Fast,0.1,1,0
84314,227,122,4,58,58,1,183,164,General,0.19,0.79,Fast,0.31,0,1
84315,260,139,12,58,71,0,345,273,General,0.14,0.19,Fast,0.31,0,1
84316,247,145,11,11,69,2,338,180,General,0.22,0.73,Slow,0.56,0,1
84317,2914,28,3,76,67,2,322,214,VIP,0.25,1,Slow,0.52,1,0
84318,337,110,2,77,63,1,271,142,General,0.3,0.18,Medium,0.51,0,1
84319,278,130,13,68,68,2,203,217,General,0.43,0.3,Medium,0.63,1,1
84320,2582,27,12,79,67,0,330,223,VIP,0.34,1,Medium,0.35,0,0
84321,2557,33,3,6,60,0,283,166,VIP,0,1,Slow,0.58,0,0
84322,2775,25,7,77,57,1,259,204,VIP,0.23,0.51,Fast,0.12,1,0
84323,231,138,16,0,70,0,347,178,General,0.38,0.49,Fast,0.49,0,1
84324,291,130,22,23,72,2,197,262,General,0.48,0.73,Fast,0.33,1,1
84325,255,124,13,16,60,1,287,161,General,0.33,0.61,Medium,0.45,1,1
84326,2617,16,0,21,52,1,169,104,VIP,0.31,1,Medium,0.51,0,0
84327,457,110,6,5,59,1,232,134,General,0.2,0.69,Slow,0.52,1,0
84328,2424,31,0,3,61,2,206,149,VIP,0.13,0.54,Medium,0.4,1,0
84329,2670,30,10,28,66,2,199,227,VIP,0.25,0.82,Fast,0.2,0,0
84330,956,47,3,43,62,1,169,207,Premium,0.19,0.41,Slow,0.83,1,1
84331,2666,27,0,1,57,1,210,243,VIP,0.25,0.67,Slow,0.88,1,0
84332,1195,46,5,89,63,1,224,214,Premium,0.33,0.12,Fast,0.12,0,0
84333,2296,26,0,49,64,0,192,227,VIP,0.24,1,Medium,0.3,1,0
84334,2879,32,8,81,71,2,249,175,VIP,0.35,1,Medium,0.52,0,0
84335,2595,22,0,85,64,1,179,153,VIP,0.17,1,Fast,0.15,1,0
84336,2878,26,0,57,63,1,315,145,VIP,0.1,0.65,Fast,0.27,0,0
84337,1132,43,13,2,72,2,197,174,Premium,0.23,0.52,Slow,0.84,1,0
84338,2121,51,13,16,76,3,215,270,VIP,0.3,1,Medium,0.35,1,0
84339,408,142,12,23,70,2,311,143,General,0.35,0.8,Fast,0.33,0,0
84340,2027,31,7,52,67,0,310,186,VIP,0.29,1,Medium,0.62,0,0
84341,222,138,18,74,63,1,315,225,General,0.37,0.92,Slow,0.76,1,0
84342,1159,29,12,24,73,3,270,255,Premium,0.55,0.83,Fast,0.14,0,0
84343,713,34,6,63,71,2,338,188,General,0.31,0.97,Fast,0.17,0,0
84344,2710,25,3,72,67,0,254,129,VIP,0.21,1,Fast,0.35,0,0
84345,2082,21,5,33,57,0,184,131,Premium,0.22,0.2,Slow,0.57,1,0
84346,337,122,14,71,74,2,199,344,General,0.43,0.35,Fast,0.15,0,0
84347,475,135,13,36,66,1,321,109,General,0.33,0.84,Fast,0.27,0,1
84348,378,97,3,88,60,2,229,212,General,0.36,0.54,Fast,0.43,0,0
84349,905,39,12,63,70,2,237,292,Premium,0.37,0.86,Slow,0.74,1,0
84350,2371,29,7,72,57,2,214,163,VIP,0.15,0.54,Medium,0.6,0,0
84351,1913,42,0,74,66,3,282,242,VIP,0.34,0.38,Medium,0.33,0,0
84352,276,133,12,1,67,1,279,133,General,0.25,0.31,Fast,0.29,0,1
84353,2616,36,5,10,66,0,272,243,VIP,0.26,0.67,Fast,0.24,0,0
84354,259,119,18,60,66,0,285,145,General,0.31,0.79,Fast,0.47,0,1
84355,425,133,13,3,68,2,216,265,General,0.33,0.2,Fast,0.5,0,0
84356,2951,33,4,53,67,1,298,173,VIP,0.29,0.34,Fast,0.11,0,0
84357,1334,50,1,20,62,2,174,230,VIP,0.34,0.54,Fast,0.21,0,0
84358,875,21,8,75,73,0,321,236,General,0.09,0.99,Medium,0.4,0,0
84359,2600,26,0,72,54,2,254,233,VIP,0.13,0.32,Fast,0.46,1,0
84360,155,138,22,30,77,2,225,234,General,0.49,0.49,Fast,0.31,0,1
84361,2959,11,4,5,65,3,188,244,VIP,0.33,0.62,Medium,0.55,1,0
84362,2336,29,7,16,62,2,293,207,VIP,0.19,0.32,Slow,0.6,1,0
84363,376,113,13,37,85,1,410,255,General,0.67,0.67,Slow,0.67,1,1
84364,194,119,13,80,63,0,252,150,General,0.41,0.7,Slow,0.64,0,0
84365,48,144,13,5,79,0,311,316,General,0.42,0.29,Fast,0.12,0,1
84366,3022,29,5,47,72,2,221,200,VIP,0.32,0.34,Fast,0.2,0,0
84367,315,126,4,59,65,0,171,165,General,0.21,0.39,Fast,0.19,0,1
84368,3248,30,1,56,54,1,151,239,VIP,0.05,0.95,Medium,0.32,1,0
84369,405,134,9,21,59,1,226,149,General,0.32,0.75,Slow,0.51,0,0
84370,2456,17,5,85,71,2,329,143,VIP,0.34,1,Fast,0.34,0,0
84371,377,104,8,47,61,1,169,138,General,0.14,0.07,Fast,0.11,0,1
84372,338,115,16,64,77,2,298,219,General,0.46,0.52,Fast,0.14,0,1
84373,383,129,4,21,68,2,331,187,General,0.23,0.95,Fast,0.5,0,0
84374,217,116,18,4,73,0,249,205,General,0.69,0.8,Fast,0.45,1,1
84375,3109,24,0,62,60,1,289,155,VIP,0.24,0.88,Slow,0.56,1,0
